Name,Address,Postal Code,Locality,Brands,Website
AZUR LOCATION VENTE,315 bd du Mercantour,6200,Nice - France,,
SAS MID,48 LE BOIS PRIEUR,49530,LIRE - France,,
QUAD NATURE 59,27 Rue Pasteur,59218,POIX DU NORD - France,,
NORMANDIE FOIN SAS,124 rue du val bois,27290,illeville sur montfort - France,,www.normandiefoin.fr
MATFOR,1 bis route national de paris,80160,ESSERTAUX - France,,www.matfor-france.com/
EDO CIE,"92, avenue de Romans",26000,VALENCE - France,,
S.B.,807 avenue saint baldou,84300,Cavaillon - France,,
NAJAC ETS,"Rozières
                                                                    401 route du Rey",46270,CUZAC - France,,
ETS FEROTIN,593 Chemin du  pélican,26780,CHATEAUNEUF DU RHONE - France,,
TRELY SARL,Le Bost,24310,VALEUIL - France,,
CHANSON SAS,"ZA Volzac
                                                                    1 RUE DU PUECH",15100,SAINT-FLOUR - France,Massey Ferguson,
TECHNOPOLE SERVICES AGRI,65 ROUTE DE SULLY,45620,CERDON - France,,
EQUIPAGRO,17 Les Fontaines,45270,Moulon - France,,
BOYER MOTOCULTURE,41 AVENUE DE LA LIBERATION,63000,Clermont-Ferrand - France,,
ALPES AGRI MECA,LA ROURIE,5300,SALEON - France,,alpes-agri-meca.fr
EURL LAPORTE CEDRIC,AU VILLAGE,32240,MAULEON D ARMAGNAC - France,,
ETS HERVE,Route de Nantes B.P. 5,85111,CHANTONNAY Cedex - France,,
THOMAS,ZA ST ELOI,56300,NEULLIAC - France,,
ATELIER VENTE MECANIQUE AGRICOLE,331 route de la vallée hameau de thiedeville,76890,VAL DE SAANE - France,,
MOTOVITICULTURE DES BORDERIES,3 AVENUE DE LA REPUBLIQUE,17770,Burie - France,,
PASQUIER SARL,145 chemin de l'Eglise,74560,Esserts-Salève - France,,
Safer de Normandie,2 rue des Roquemonts,14000,Caen - France,,
NEVEU SARL,"RD28
                                                                    ROUTE DE ST FLORENT",18340,LEVET - France,,
SARL DELAGRI DISTRIBUTION / EQUIP MARAICHAGE,679 route de Courbenac,12160,Baraqueville - France,Bomet,
Midi Prefa Industries (MPI),La Ventenayé BP124,81300,GRAULHET - France,,
KIROGN,le bourg,17500,Villexavier - France,,
DEBOFFLES,20 Rue Louis Blanc,2300,CHAUNY - France,,
GUERIN SAS,"21, rue Pierre Doutreleau",76280,Gonneville la Mallet - France,,
VIDAL SARL,25 Route de Poucharramet,31370,RIEUMES - France,Deutz-Fahr,
OGR,"""la bascule""",32350,Ordan-Larroque - France,,
WEBER Pulvérisation,"84 Route de Saint Emilion
                                                                    BP: 90235",33506,LIBOURNE Cedex - France,,
ETS PREVOST,RN 7 - Montloubet,3150,VARENNES SUR ALLIER - France,"Case IH, Caterpillar",
SAS LMFA,11A Route De Munchhausen,67470,Seltz - France,,
SAFER Auvergne Rhône-Alpes,"23, rue jean Baldassini
                                                                    23, rue jean Baldassini",69007,Lyon - France,,
ALM,BP 46145,53000,Laval - France,Bandit,
UNIVIN,"rue du tacot
                                                                    ZI beaune Savigny",21420,SAVIGNY LES BEAUNE - France,,
SAUVAMECA SARL,Route de Cholet,85620,ROCHESERVIERE - France,,
MAB SARL,Route du Bourgneuf,53410,BOURGON - France,,
DURRIEU SARL,Route de Grézian,65240,ARREAU - France,,
CURTET CHARTREUSE SERVICES,5 Avenue Commandant l'Herminier,38380,ST LAURENT DU PONT - France,,
GATELLIER SARL,Route de Donzy,58150,SUILLY LA TOUR - France,Massey Ferguson,
MUIZON MOTOCULTURE,CD 226 - Rue de la Gare,51140,MUIZON - France,Massey Ferguson,
SNEC Coutand,1038 rue A E Beau de Rochas,16430,Champniers - France,Massey Ferguson,
JP CONSTRUCTION,ZI CHARTREUSE GUIERS,38380,ENTRE DEUX GUIERS - France,,
SARL BLIN BERNARD,Les Quatre Vents,53380,JUVIGNE - France,,
ETUDE LANGLOIS Notaire,5 rue de l'église,36600,VICQ SUR NAHON - France,,
DENQUIN SAS,7 Rue de l'Aa,62650,BOURTHES - France,Massey Ferguson,
fraysse jean,mas de coutal,46260,Limogne-en-Quercy - France,,
MANUTENTION BEAUJOLAISE,"1191A ROUTE DU BEAUJOLAIS
                                                                    Blaceret",69460,Blacé - France,,www.manutentionbeaujolaise.fr/
OCCAVISION,355 rte de montfort,40180,Yzosse - France,,
SAS MOBEP,1 bis Bel Air,28120,Vieuvicq - France,,
EUROMASTER COULOMMIERS - MONTMIRAIL -PROVINS,"8, RUE DE L'ORGEVAL - ZONE INDUSTRIELLE",77120,COULOMMIERS - France,,pneu-agricole.euromaster-professionnels.fr/
AGRI FARMER,Route de RAYMOND,18130,Osmery - France,,
ROLLING SERVICES SAS,"7, rue des sapins",67530,Ottrott - France,,
AGRIFARM S.A.R.L.,"1 rue des sablons
                                                                    Zone Industrielle",28240,BELHOMERT  GUEHOUVILLE - France,,
BURCKBUCHLER SARL,24 Rue de la Libération,67160,OBERLAUTERBACH - France,"Deutz-Fahr, Same",
IDIART MOTOCULTURE SARL,600 ROUTE DE CHANCALOR,64130,GOTEIN - France,,
MAISON CROVISIER SARL,3 RUE DES ANTIQUAIRES,67230,BENFELD - France,"Kuhn, Valtra",
LD ENGINEERING,7 rue Arthur Barolet,21200,Vignoles - France,,
DEVES SAS,Brune,7210,CHOMERAC - France,,
SAS Agrimec'Alp,chef lieu,74270,droisy - France,,
CGFB SAS,48 rue de Babylone,75007,PARIS - France,,
matebri sas,za du carrefour des biards,50540,ISIGNY LE BUAT - France,,
SAELEN,3 RUE JULES VERNE,59790,RONCHIN - France,,
EUROMASTER TOURY,Z.I. - DE LA HAUTE BORNE - RUE DE LA MALADRERIE,28310,TOURY - France,,pneu-agricole.euromaster-professionnels.fr/
AGRIMECA,"2845 ROUTE DE BANON
                                                                    LES VIGNERES",84300,CAVAILLON - France,Goldoni,
K-LIDIS,"LA BELLANTIERE
                                                                    Départemental 908",61500,Mortrée - France,,
Stohler AG France,4a rue des champs,68220,Hesingue - France,,
BMServices,25 rue de la gaudrée,91410,Dourdan - France,,
SAS KMS,KERCHOPINE,56620,Cléguer - France,,
FTS FRANCE,ZA DU RIBLAY,53260,ENTRAMMES - France,,
POURRET SARL,Boulevard Paul Langevin,66000,PERPIGNAN - France,,
SARL DTMA,Le Pont de la Seiche,35131,CHARTRES DE BRETAGNE - France,,
GAUTHIER AGRICULTURE SARL,Route de Gap,26310,RECOUBEAU - France,Landini,
ALLIANCE VINICOLE,126 rue de la Pièce Léger,21160,MARSANNAY LA COTE - France,,
Ets GENIN Motoculture,4 rue des sports,38610,GIERES - France,,
HORIZONS,26 Rue Hoche,37500,CHINON - France,,
STE SC BRO AGROIMPORT SRL,10 Av. de l'Europe,86170,Neuville-de-Poitou - France,,
VINI SOLUTIONS,5 rue du plateau,16370,ST SULPICE DE COGNAC - France,,
BORTOLUSSI & FILS SAS,La Moléonne,33330,SAINT EMILION - France,,
Rullier Foyenne,66 Avenue de Bordeaux,33220,Port-Sainte-Foy-et-Ponchapt - France,,
Alkern France,18 rue Daire,80290,Gauville - France,,
AGRI EQUIPEMENT,96 route de Toulouse,31380,Montjoire - France,,
JEAN COINTE SAS,38 Route des Eyssagnières,5000,GAP - France,Kubota,
BERNARD & BREMOND,Quartier de Lauzon,84110,PUYMERAS - France,"Deutz-Fahr, Lamborghini, Same",
GABILLER SARL,RUE DE LA SCIERIE,49160,LONGUE - France,,
AC MACHINERY,61 RUE CHEVALIER,51000,Châlons-en-Champagne - France,,
ARTERRIS,53 route de Gaillac,81500,LAVAUR - France,,
DUCOS ROBERT ETS,ZA de Cugnerayres,47230,LAVARDAC - France,,
ETABLISSEMENTS ROBLIN,ZA du Fief Magnou,17290,FORGES - France,,
COUP'ECO SAS,ZI du Chail,17800,Pons - France,,
ALSAMECA,159 Rue des Acacias,68480,MOERNACH - France,,
AB44 SERVICES,1 carrefour les jarries,44310,la limouziniere - France,,
ETS PIERRE PENOT,6 rue de l'Eglise,36120,MARON - France,,
TERRISSON PERE & FILS SARL,SAINT-AMANS,48700,MONTS-DE-RANDON - France,Kubota,
SYLVINOV S.N.,102 route de Beroute - ZI Galleben,40210,LABOUHEYRE - France,"FAE, Gourdon, Menard Darriet Cullerier, Pilkemaster",
Ocaze,"14, Chemin Carrère",64800,Coarraze - France,,
FCH10,12 RUE DU MOULIN,10350,PRUNAY-BELLEVILLE - France,,
GARAGE GENTIL,Le Grouanec,29880,PLOUGUERNEAU - France,,
MICHELET FRERES SARL,Le Bourg,86400,LINAZAY - France,"Laverda, McCormick",
LAIR CONSTRUCTEUR,"D976
                                                                    Axe St-Hilaire / Domfront",50600,MOULINES - France,,
MCES Duval Services,"ZAC MAINE ECO PARK
                                                                    RUE DES CHENES",72170,Maresché - France,,
GARAGE DELORME,Route de St Laurent,69690,BRULLIOLES - France,New Holland,
BARREAU JEREMIE & FILS,SQUARE JOSEPH CUGNOT,85300,Challans - France,,
JL 27 SARL,ZI route de Delincourt,27140,GISORS - France,,
ETABLISSEMENT FIOROT,CASSAN DE SAINT PIERRE,47400,Gontaud-de-Nogaret - France,,
BENDER MOTOCULTURE EURL,2 Place St Nicolas,67700,SAVERNE - France,,
LASCAUD SARL,Route de Chamberet,87120,DOMPS - France,CLAAS,
LC NANCY - LELY CENTER,Allée Pelletier Doisy - Allée René Fonck,54600,VILLERS LES NANCY - France,,
BERRY CENTRE IMMOBILIER (TRANSAXIA),121 rue d'auron,18000,BOURGES - France,,
Philippe VIGIÉ,"4, Chemin du Bois des Rogers",17810,Nieul-les-Saintes - France,,
EMN,4 rue de la Cholerie,45000,Orléans - France,,
TAQUIPNEU,VOIE DE LA VALLEE,24220,Saint-Cyprien - France,,
ROY & FILS SARL,185 Avenue Lucien Gires,43170,SAUGUES - France,Lindner,
SAS NOE RITTER FRANCE,16 rue du Sandholz,67110,NIEDERBRONN - France,"Clark, Francital, Hultdins, KIRMAG, Noe, Panolin, Ritter, Rud Savoie Chaines, Westtech, York",
EURL DEUTERAND MECANIQUE,ZA DES ECHELARDS,73800,MYANS - France,,
TERRES et BOIS,Les trottiers,58310,Saint Verain - France,,
CAZOTTES MACHINES AGRICOLES,Zone Artisanale - Rue des hautes Cimes,12430,VILLEFRANCHE DE PANAT - France,,
METROT PERE & FILS SARL,Les Audevants,3190,VERNEIX - France,Massey Ferguson,www.agriaffaires.biz/metrot-pere-fils-sarl
GERVAISE YANNICK SARL,La Rampiniere - 8 Route du 30 Juillet 1944,50450,GRIMESNIL - France,Landini,
MISPOUILLE HYDRAULIQUE,480 Avenue de Bordeaux,82000,MONTAUBAN - France,,
GORAGUER SARL,Pont Avalou,29770,CLEDEN CAP SIZUN - France,,
EUROPE SERVICE,Avenue du Garric,15000,AURILLAC - France,"Schmidt, Unimog",
GROUPE LACTA TRAITE,ZA LE CARREFOUR DES BIARDS,50540,ISIGNY LE BUAT - France,"Bauer, Bergue, Bioret, Boumatic, BouMatic Robotics, Calfotel, Cerati, Crosscall, Fiav, Renson, Rovibec",www.lactatraite.fr/
Didier MARCET,en chavaille,1390,civrieux - France,,
LORRE Laurent,11 rue de la bretonnerie,28310,JANVILLE - France,,
STATDTLER MECANIQUE,8 rue schmittlach,67390,BOESENBIESEN - France,,
CASTEX SARL,Route Commensacq,40210,Labouheyre - France,,
AMDS,"215 LEVEE DE LA DIVATTE
                                                                    LA CHAPELLE BASSE MER",44450,DIVATTE SUR LOIRE - France,,
APMV,"145 Rue Louis Bleriot
                                                                    za Le Portaret",83340,LE CANNET DES MAURES - France,"Cazaux, Pellenc, Sthik",
EUROMASTER,ZA DES GRIS,3400,TOULON SUR ALLIER - France,,
F.M.T.P. Nouvelle,321 route de CUTS,60170,Carlepont - France,,
PELLENC OCCASION,Quartier Notre Dame,84120,Pertuis - France,,
PERARD SAS,Avenue de l’Europe - ZI de Baleycourt,55100,Verdun - France,,
LAMOUR SARL,Le Bourgneuf,56500,MOREAC - France,,
CLAUSTRE DONNARD SARL,Route de Brasparts,29590,QUIMERC'H - France,"Kubota, McCormick",
Listech,ZA des Fours,18120,Massay - France,,
KERBOAS SAS,ZA DE KERMAT,29410,Guiclan - France,Deutz-Fahr,www.kerboas.cdeai.fr
ESPACE EMERAUDE,Route de Cholet,49280,ST LEGER SOUS CHOLET - France,"Husqvarna, Kioti, Solis, Stihl, Toro",
ATS NEGOCE,chantegeai pouzioux,86300,Chauvigny - France,,
SÉRIGNAC,141 chemin de Fenouillet,31075,Toulouse - France,,
Entre terre et ciel,425 avenue des Lavandières,84400,Gargas - France,,
MAID.COUZON SAS,"49 Rue Des Martins
                                                                    145 Rue DE L'Isérable",71260,PERONNE - France,,
GARDEN EQUIPEMENT,1 Rue Paul Langevin,28300,MAINVILLIERS - France,,
SOVIDIS SAS,7 Rue du  Fougeray,35500,VITRE - France,,
BAT COURTAGE,le bout de sasseville,76450,SASSEVILLE - France,,
MICHAEL FORTIN SARL,248 route de Louhans,71310,LA CHAPELLE SAINT SAUVEUR - France,,
RURAL IMMO,Civole,86430,Asnières-sur-Blour - France,,
GREMILLET & FILS SARL,1 Ter Rue de la Ferronnerie,88600,LEPANGES SUR VOLOGNE - France,Valtra,
SAS AGENCE DURIS IMMO,6 Ballot,87310,Saint-Auvent - France,,agencedurisimmo.com
AGRI MECA VENDEE,2 Chemin de la Trompe,85300,CHALLANS - France,,
JOST JEAN-PAUL SA,38 Route Ecospace,67120,MOLSHEIM - France,,
RACINE SA,ZI 2 rue des Perrieres,39700,DAMPIERRE - France,Valtra,
Curt Sas,370 route du saunier,38090,roche - France,,
arb,"PARC D'ACTIVITE DE LA CHAPELLE
                                                                    BATIMENT 16",89470,Monéteau 89470 - France,,
SARL DERIVEAU,2 Route de Cosne,45420,FAVERELLES - France,,
GARNIER MATERIEL AGRICOLE,35 Route de Vaux,38110,ST VICTOR DE CESSIEU - France,"Deutz-Fahr, Lamborghini, Same",
EIRL BALADIER HERVE,Route de DECAZEVILLE,46270,Bagnac-sur-Célé - France,,
GRV,814 Route de lanques,71260,PERONNE - France,,
Oenotec,"6 rue de la grande terre
                                                                    zone euro 2000",30132,Caissargues - France,"Bucher Vaslin, Cazaux, Ciat, Eaton, Francesca, Moog",
AGRI EVRAN SAS,ZA,22630,EVRAN - France,,
NATUR'AGRI,345D CHEMIN DE LA GASTOULETTE,84240,Ansouis - France,,
EUROMASTER,"Z.I. Nord, 26 Rue Lazare Carnot",61000,Alençon - France,,
TAQUIPNEU - Agence AIRE SUR ADOUR,rte de Bordeaux,40800,Aire-sur-l'Adour - France,,
AFCO,"54 boulevard du Pilard
                                                                    ZI de Chaulaudre",19300,EGLETONS - France,,
SAUVAN SARL,Route de Villedieu,26110,MIRABEL AUX BARONNIES - France,Landini,
GARAGE NOEL,Le Bourg,24270,ANGOISSE - France,Zetor,
CANTAL AGRI SERVICES,Avenue de la République,15100,SAINT-FLOUR - France,"Agrisem, Fendt",
BECHE-PAIE,3 Rue de Bellevue,56220,MALANSAC - France,Kubota,
BOOMAGRI,"1, La Saint Fraize",28250,Digny - France,,
ASD AGRI,893 AV DES DEUX VALLEES,59554,Raillencourt-Sainte-Olle - France,,
SEE COUDERC SARL,ZA SOULA D'EN HAUT,9130,ARTIGAT - France,"Arbos, Hytrack, Kongskilde, Krone, Landini, Masai, Matermacc, Morra, Saelen, Sola, Solis, Stiga, Tym",
LEPRON SAS,13 rue de la fosse des moulins,37190,VALLERES - France,LEPRON,
EUROMASTER,"EUROMASTER
                                                                    54 RUE DU PONT NOIR",38120,Saint-Egrève - France,,
FORET TECHNIC'ALP,"ZA LA PICHATIERE, 529 RUE ALDO ERIANI",38430,MOIRANS - France,,
Ets THURIN SARL,"159, Avenue des Prés Combaux",4100,MANOSQUE - France,Fendt,
LUCADOU BERTOLINI SARL,"Le Relais de L'Aubrac
                                                                    LACALM",12210,Argences en Aubrac - France,,
MANHAVAL-FABRE,Puech-Blanc,12450,Calmont - France,,
HUET 2M ETS,ZA Prée Bertain,49730,VARENNES SUR LOIRE - France,,
ELIATIS,ZI Centr'Alp - 86 Rue Emile Romanet,38340,Voreppe - France,,
SOM AGRI SOM AUTO,ZA les Douets jaunes,49360,SOMLOIRE - France,,
RG AGRI,ZA Petit Gast,44140,LA PLANCHE - France,,
LEBEURRIER SAS,"LA GOLLERIE
                                                                    PERCY",50410,PERCY EN NORMANDIE - France,"Amazone, Deutz-Fahr, Kuhn, Mailleux, McHale",
SOVERDI,RTE DE DIEUPENTALE,82600,VERDUN / GARONNE - France,,
PAUDOIE SARL,ZI des Maltieres,53600,EVRON - France,"John Deere, Manitou",
BAZOLLES MOTOCULTURE,Le Bourg,58110,BAZOLLES - France,Massey Ferguson,
SESMA,ZI de Vialard,24200,SARLAT - France,"Landini, Valtra",
SIROT SAS,Rue du Lac,85190,MACHE - France,,
QUERCY FOREST ENVIRONNEMENT,bessous,46310,CONCORES - France,,
MOSSBACH SA,27 Faubourg de Belfort,10200,BAR SUR AUBE - France,Massey Ferguson,
EURO NEGOCE,NOGUES,32120,MONFORT - France,,
A.R.P. (Agriculture et Robotique du Poitou),ZA LES PIERRAILLEUSES,79360,GRANZAY GRIPT - France,,
RINGUEDE RENE ETS,28 Rue Petit Chasseur,45130,EPIEDS EN BEAUCE - France,Khun,
MASSON SA MACHINES AGRICOLES,11 Grande Rue,54450,AVRICOURT - France,,
GIRAUD & FILS ETS,ZA de L'Etang,42440,NOIRETABLE - France,,www.giraudagriforest.com
BEVALOT EURL,100 impasse du moulin,70110,MONTJUSTIN - France,,
TAMISIER SARL,4 Route de Bourg le Roi,72610,OISSEAU LE PETIT - France,Valtra,
BONNEAU TRICHET SAS,16 ZA L'Augizière,85190,BEAULIEU SOUS LA ROCHE - France,,
G2M SARL,74 Avenue Rhin et Danube,81600,GAILLAC - France,,
DELAVALLEE REBOURS SAS,Coulamert,28160,YEVRES - France,"Laverda, McCormick, Valtra",
EURL ATELIER A LA FERME,"8 Rue Joliot Curie
                                                                    Z.A de la Lande Rose",35580,Guichen - France,"Amazone, Jeantil, Mailleux, New Holland, Sulky",
GASCOMAT SAS,Le Village,32300,ST ELIX THEUX - France,"JCB, CLAAS",
BEAUVISAGE TOULLET SARL,"1Les quatre routes
                                                                    BP 10005",80150,Fontaine sur maye - France,Valtra,
SARL PNEU LATTELAIS,840 Grande Rue,76760,Bourdainville - France,"Alliance, BKT, Bridgestone, Firestone, Kleber, Michelin, Nokian, Trelleborg",
S.P.A.I.,RN 60 - LES GREVES,89100,MALAY LE GRAND - France,,
AXION,za de la Cailletelle,44270,MACHECOUL - France,,
FENTUM SAS,51 rue de la borde aux prêtres,45470,Rebréchien - France,,
ETS G. LAVERRIERE,Z.A. la  maladiere,1210,Ornex - France,,
RIANT JARDI-AGRI,14 Place Charles Péguy,28360,Meslay le vidame - France,,
XABI HARISTOY,"1000 ROUTE D'ARMENDARITS
                                                                    garage landaburia",64640,IHOLDY - France,,
RAYNAL SAS,"Pont de Travette
                                                                    RN9 - BP86",48100,MARVEJOLS - France,"Fendt, Massey Ferguson",
ATREELOG,"178 ROUTE DE LA ROMATIERE
                                                                    Agora Guiers",38630,Corbelin - France,,
LOISIRS SERVICES,ZC Kerpont Bellevue,56850,CAUDAN - France,,
DYNALOC,"ZA la Roulière
                                                                    5 rue Joseph Cugnot",85660,SAINT PHILIBERT DE BOUAINE - France,Agrisem,
Equip'Jardin IDF,ZAE de l'autodrome - RN20 -,91310,Linas - France,,
SARL PROVERTMAT,4 rue de l'Alberta,49300,CHOLET - France,"Echo, Grillo, Kioti, Pellenc, Stihl, Viking",
C.M.A FRANCE - CODOR,"84 Route de Saint Emilion
                                                                    BP : 90235",33506,LIBOURNE Cedex - France,,
BOSSARD et Cie,1 rue Théophile BOSSARD,79300,NOIRTERRE - France,,
SEVP 2A,418 RUE DE PARIS,2105,Saint-Quentin - France,,
LOUINEAU TURPAUD SARL,"75 Rue des Diligentes
Féole - RN 137",85210,LA REORTHE - France,,
MELAIN MOTOCULTURE,2 Rue François Halley,50390,SAINT SAUVEUR LE VICOMTE - France,,www.motoculture-melain.com
MECA TECHNIQUE,23 rue Denis Papin,25800,VALDAHON - France,Zetor,
GREENMAT,35 Bis Route de Paris,77930,CHAILLY EN BIERE - France,John Deere,
AS2G,BOULEVARD INDUSTRIEL,76580,LE TRAIT - France,,
Sarl DMA,340 Route de Beaurepaire,26210,MANTHES - France,,
ATLANTIQUE IRRIGATION,"Lieu dit "" PENKER"" - Rond Point du Drennec",29400,Landivisiau - France,,
jsb,2b chemin du halage,27460,IGOVILLE - France,,
LES MERGERS,7 rue des terres d’Ecoublanc,28200,Marboué - France,,
Taquipneu Albi,276 route de Toulouse,81000,Albi - France,,
H. LECOMTE SAS,Route de Janze,35150,CORPS NUDS - France,Carraro,www.tracto-pieces.fr
CM AGRISERVICE,31 Route de la Loire,44450,LA CHAPELLE BASSE MER - France,,
CHARRIER SAS,320 La Croisée de la Boule,85480,BOURNEZEAU - France,,
JPS CAN-AM QUAD SSV SPYDER,4 RUE JEAN JAURES,59161,NAVES - France,Can-Am,www.agriaffaires.biz/JPS-CANAM
BRETAGNE SUD ELEVAGE,25 RUE JEAN MARIE BIRRIEN,29520,CHATEAUNEUF DU FAOU - France,,
ALBAGNAC,Marty,46140,Sauzet - France,,
RIVIERE PNEU,Le Hauret - Route de Lectoure,32500,FLEURANCE - France,,
AGRI CONCEPT,ZA La Falaisière,36370,BELABRE - France,,
HENRIQUES FRANCISCO ETS,Route d'Urville,88140,ST OUEN LES PAREY - France,,
LAURENT,"30 rue Albert Evaux
                                                                    ZA les Graviers",63119,CHATEAUGAY - France,,
MATIGNON AGRI SARL,"875, Route des Martins",47120,DURAS - France,Landini,
MARTIN SA,2 Rue de l'Eglise,45340,BATILLY EN GATINAIS - France,,
guieze bruno services eurl,chemin st peyre,63720,surat - France,,
MOTOCULTURE DE HAUTE NORMANDIE,Rue Pierre Gassendi,76150,LA VAUPALIERE - France,,www.motoculture-haute-normandie-76.fr
CEVENNES MATERIELS ALES,2231 ROUTE DE NIMES,30560,SAINT HILAIRE DE BRETHMAS - France,,
Estemax,15 rue des moulins,57920,Kedange sur canner - France,Can-Am,www.estemax.fr
DPHS Negoce SARL,La rivière de trefin,56350,Rieux - France,,
GROUPE MMO,11 RUE ALBERT EINSTEIN,77420,Champs-sur-Marne - France,,
WAT AGRI 62,ZI,62990,BEAURAINVILLE - France,,
SAS MIRAMON,3680 RTE DE MALCEIFIQUE,82800,VAISSAC - France,,
ROECKLIN BENOIT MA SAS,73 Route d'Eguisheim,68920,WETTOLSHEIM - France,,
Et CH15,RUE RASSEMUSE,15100,Saint-Flour - France,,
CORMAGRI,32 RUE DES CORMIERS,17600,Corme-Royal - France,,
SYMAVAL PRO,RD 347 - La Genetière,49800,BRAIN SUR L'AUTHION - France,,
V3 PRO,za la fosse aux loups,50600,st hilaire du harcouet - France,,
HURAND TEAM,ZI de L'Ecorcherie,2460,LA FERTE MILON - France,,
SODIM ESPACE EMERAUDE,ZA Les Tardivières,35160,MONTFORT SUR MEU - France,,
SARL MECA VALLEE,LE CLOS DE LA NOUE - RD23,51700,CHATILLON SUR MARNE - France,,
MATAGRI 3000,ZA de Budan - Route de Pontorson,35610,PLEINE FOUGERES - France,,
LVES SAS,Route Américaine,50500,CARENTAN - France,,www.lves.info
PM DIFFUSIONS,26 CHE DES BROUILLES,1310,Curtafond - France,,
NEUVIL PNEUS,1 Rue  de la Drouille,86170,NEUVILLE DE POITOU - France,,
VERMANDE SA,Le Vaque,47320,CLAIRAC - France,,
SAINT ETIENNE SARL,107 Route de Rouen,76520,Boos - France,,
TAQUI PNEU,6 AVENUES BORDE BLANCHE,31290,Villefranche-de-Lauragais - France,,
NEW LM,530 Rue des Frères Lumière,71000,Mâcon - France,,
MOTARD SAS,ZA Chemin Vert,17500,ST MARTIAL DE VITATERNE - France,,
THIEVIN ET FILS,PARC INDUSTRIEL DE L'ERDRE,44540,SAINT MARS LA JAILLE - France,,
BERGER MACHINES AGRICOLES,5 RUE DES NOYERS,68590,SAINT-HIPPOLYTE - France,,
JLJ BONNAUD DEBORDES SARL,19 Rue Fief de la Barre,79400,NANTEUIL - France,Landini,
CHOUTEAU,640 ROUTE DE PARIS,79180,CHAURAY - France,,
VERCAUTEREN SARL,Avenue Marcel Dassault - Chemin de la Saligue,64140,LONS - France,,
BOUVY MOTOCULTURE,Route de Bitche,57410,GROS REDERCHING - France,Valtra,
ATELIER & MAGASIN COOPERATIF,Route de Verneuil,27160,BRETEUIL SUR ITON - France,,
BEV-TECH LITTORAL SUD,"271 Rue Joseph Marie Jacquard
                                                                    PAE Mércorent Nord",34500,BEZIERS - France,,
SOMADIS - PIECES VITI,18 La Roche Croizat,16200,REPARSAC - France,,
HOLDING PEDARRE,8 rue de Casablanca,40230,Saint-Vincent-de-Tyrosse - France,"Alliance, Apollo, BKT, Bridgestone, Cultor, Firestone, Kleber, Maximo, Michelin, Mitas, Taurus, Trelleborg, Vredestein",
FAE FRANCE SAS,"84, rue du Montmurier",38540,Grenay - France,,
SAS V3TEC,"5, Rue des Tonneliers",44330,Vallet - France,,
AGRI 58,"12 RUE DU RAVELIN
                                                                    LES COUTERIAUX",58180,Marzy - France,,
ets dumontaux ESPACE VERT,"2 LA GARE
                                                                    dumontaux cressat",23140,cressat - France,,
SC AGRI,"11 RUE DE LA CHAPELLE
                                                                    namps au val",80290,Namps-Maisnil - France,,
LANG SARL,Rue Principale,67690,HATTEN - France,Valtra,
ORENGE SAS,550 Route de Bolbec,76210,RAFFETOT - France,,
AGRONOMIC SARL,16 BIS GRANDE RUE,2190,AMIFONTAINE - France,,
AGRI SERVICE,6 Rue Fourchelle,80400,MOYENCOURT - France,,
CBO TOULOUSE,27 RUE GEORGES OHNET,31200,Toulouse - France,,
GROUPE CHIRAULT PNEUS,Avenue d'auvergne,36400,La Châtre - France,,
MATAGRIF,Clos du Moulin,77165,ST SOUPPLETS - France,"Grillo, Husqvarna, Iseki, Pellenc, Stihl",www.matagrif.fr
THOMAS MOTOCULTURE SARL,25 Boulevard Gambetta,95640,MARINES - France,,
EUROTEK DISTRIBUTION,9 Parc d’activité des Massies,81800,COUFFOULEUX - France,Lovol,www.materiel-agricole-eurotek.fr
PARC AGRI,ZA Le Parc,82170,CANALS - France,,www.parcagri.com
SAS MA2I,la pucellerie,36400,lourouer saint laurent - France,,
COUTAND MA,"181 Rue Joseph Cugnot
                                                                    ZI Montifaut",85700,Pouzauges - France,,
SARL HPM FRANCE,19 RUE BERNARD PALISSY,63110,Beaumont - France,,
RN7 AGRI SERVICES,595 RTE NATIONALE 7,26600,Erôme - France,,
SOLUTION MOTOCULTURE,2064 AV DES VALAYANS,84320,ENTRAIGUES - France,,
SARL GARAGE CLUZEL,LACOUT,12350,Compolibat - France,,
VAMMOS CENTRE OCCASION GACEEN,Le Rocher,61370,ECHAUFFOUR - France,,
LEVEQUE ETS,RN 5,21350,SAFFRES - France,,
ets BOUTON SARL,"707 Rue du Revermont
                                                                    ZA La Cambuse",1440,VIRIAT - France,,
Sarl Balleydier,ZA 1100 Rue des Glières,74800,Saint Pierre en Faucigny - France,,
SOMAAF SAS,46 Route d'Orange,84600,VALREAS - France,,
PAISANT FRANCOIS EURL,Le Tremblay,27260,MORAINVILLE JOUVEAUX - France,,
SARL L'ELEOUET,ZA DE LANGOLVAS,29610,Garlan - France,,
OTECH 40,1406 rue Ferme de Larrouquère,40000,MONT DE MARSAN - France,,
Sarl Ets Foulon,676 bis route d alembon,62850,sanghen - France,,
Eloi Transmission,28 BOULEVARD DU COLOMBIER,35000,Rennes - France,,
PUECH PIERRE EURL,29 route de la Garcie,12800,SAUVETERRE - France,,
SARL QUINOT FRANCOIS,31 Rue du Bois,10110,VITRY LE CROISE - France,,www.etsquinot.com/
